Adm1code,adm1_fr,adm1_ht,adm2code,adm2_en,adm2_fr,adm3code,adm3_en,adm3_fr,Institution name,Catégorie,Institution_Type,Institution_Code,LatDD,LongDD
HT05,Artibonite,Latibonit,HT0552,Marmelade,Marmelade,HT0552-01,1re Section Crete a Pins,1re Section Crête à Pins,Clinique mobile Olivier,CSL,Privé à but lucratif,122207,"18,425418","-73,040634"
HT05,Artibonite,Latibonit,HT0552,Marmelade,Marmelade,HT0552-01,1re Section Crete a Pins,1re Section Crête à Pins,CS Henry Gérard Desgranges,CAL,Privé à but lucratif,1221108,"18,419686","-72,874795"
HT05,Artibonite,Latibonit,HT0552,Marmelade,Marmelade,HT0552-02,2e Section Bassin ou Billier,2e Section Bassin ou Billier,Dispensaire APV de Vallue (NF),Dispensaire,Privé à but non lucratif,1221209,,
HT05,Artibonite,Latibonit,HT0552,Marmelade,Marmelade,HT0552-02,2e Section Bassin ou Billier,2e Section Bassin ou Billier,Clinique Siloé,CSL,Privé à but lucratif,,,
HT05,Artibonite,Latibonit,HT0552,Marmelade,Marmelade,HT0552-03,3e Section Platon,3e Section Platon,CS Trouchouchou (NF),CSL,Privé à but lucratif,122310,,
HT05,Artibonite,Latibonit,HT0552,Marmelade,Marmelade,HT0552-03,3e Section Platon,3e Section Platon,Centre de Santé de Meyer,CAL,Public,123502,"18,348789","-72,716747"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-01,1re Section Juanaria,1re Section Juanaria,Dispensaire de Dufour,Dispensaire,Public,123203,"18,317441","-72,800062"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-01,1re Section Juanaria,1re Section Juanaria,Dispensaire de Bonhomme,Dispensaire,Public,123704,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-01,1re Section Juanaria,1re Section Juanaria,Centre de Santé Georges Gauvin,HCR,Public,123101,"18,428522","-72,769373"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-01,1re Section Juanaria,1re Section Juanaria,Dispensaire Baudin,Dispensaire,Public,123605,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-01,1re Section Juanaria,1re Section Juanaria,CS de Thomazeau,CAL,Public,132101,"18,653279","-72,093776"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-01,1re Section Juanaria,1re Section Juanaria,Centre de santé Vision de Néhémie,CSL,Privé à but non lucratif,132102,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-01,1re Section Juanaria,1re Section Juanaria,Centre de Santé de Ganthier,CSL,Public,133502,"18,532202","-72,062172"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-01,1re Section Juanaria,1re Section Juanaria,Eau de vie,CSL,Privé à but lucratif,133306,"18,491795","-71,952369"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-01,1re Section Juanaria,1re Section Juanaria,Centre de santé de Thoman 1,CSL,Public,133307,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-01,1re Section Juanaria,1re Section Juanaria,Centre Hospitalier Christ pour tous,Hôpital,Privé à but lucratif,133313,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-01,1re Section Juanaria,1re Section Juanaria,Centre de santé Kay Hypocrate,CAL,Privé à but non lucratif,133214,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-01,1re Section Juanaria,1re Section Juanaria,Dispensaire de Savane cabri,Dispensaire,Privé à but non lucratif,133203,"18,586144","-72,078196"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-01,1re Section Juanaria,1re Section Juanaria,Love a child,CSL,Privé à but non lucratif,133305,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-02,2e Section Marmont,2e Section Marmont,Centre de santé de Thoman 2,CSL,Privé à but non lucratif,133308,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-02,2e Section Marmont,2e Section Marmont,Dispensaire aux bons soins,Dispensaire,Privé à but lucratif,133210,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-02,2e Section Marmont,2e Section Marmont,Dispensaire d’Orianie,Dispensaire,Privé à but lucratif,135403,"18,30613","-71,832342"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-02,2e Section Marmont,2e Section Marmont,Clinique Confiance en Dieu,CSL,Privé à but non lucratif,135404,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-02,2e Section Marmont,2e Section Marmont,Dispensaire Ste Croix,Dispensaire,Privé à but non lucratif,135405,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-02,2e Section Marmont,2e Section Marmont,CS de Fonds Verrettes,CAL,Public,135401,"18,393975","-71,854171"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-02,2e Section Marmont,2e Section Marmont,Dispensaire de Fôret des Pins,Dispensaire,Privé à but lucratif,135402,"18,322604","-71,775228"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-02,2e Section Marmont,2e Section Marmont,SADA Fonds Baptiste,CSL,Mixte,141703,"18,924011","-72,584796"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-02,2e Section Marmont,2e Section Marmont,Disp. ND du Perpétuel Secours,Dispensaire,Public,141205,"18,885525","-72,529399"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-02,2e Section Marmont,2e Section Marmont,Hôpital Reforme de Saintard,Hôpital,Privé à but lucratif,141210,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-02,2e Section Marmont,2e Section Marmont,Carrefour Poy,CSL,Privé à but non lucratif,141213,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-02,2e Section Marmont,2e Section Marmont,CS Communautaire Williamson,CSL,Privé à but non lucratif,141215,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-02,2e Section Marmont,2e Section Marmont,Centre de santé Bon Samaritain,Dispensaire,Privé à but lucratif,141209,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-03,3e Section Aguahedionde (Rive Droite),3e Section Aguahedionde (Rive Droite),Clinique Laguerre,Dispensaire,Privé à but lucratif,141214,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-03,3e Section Aguahedionde (Rive Droite),3e Section Aguahedionde (Rive Droite),Mission Matana,CSL,Public,141216,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-03,3e Section Aguahedionde (Rive Droite),3e Section Aguahedionde (Rive Droite),Nicolas Armand,HCR,Public,141201,"18,771604","-72,513078"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-03,3e Section Aguahedionde (Rive Droite),3e Section Aguahedionde (Rive Droite),SADA Matheux,CAL,Privé à but non lucratif,141204,"18,820728","-72,539253"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-03,3e Section Aguahedionde (Rive Droite),3e Section Aguahedionde (Rive Droite),SADA-AME/Délices,Dispensaire,Privé à but non lucratif,141612,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-03,3e Section Aguahedionde (Rive Droite),3e Section Aguahedionde (Rive Droite),Centre de santé de Rousseau,CSL,Privé à but non lucratif,141811,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-03,3e Section Aguahedionde (Rive Droite),3e Section Aguahedionde (Rive Droite),Clinique St Paul,Dispensaire,Public,,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-03,3e Section Aguahedionde (Rive Droite),3e Section Aguahedionde (Rive Droite),CS Rousseau de Montrouis,CAL,Privé à but non lucratif,141806,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-03,3e Section Aguahedionde (Rive Droite),3e Section Aguahedionde (Rive Droite),CAL d’Arcahaie,CAL,Public,141202,"18,885525","-72,529399"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-03,3e Section Aguahedionde (Rive Droite),3e Section Aguahedionde (Rive Droite),CSL de Saintard,Dispensaire,Public,141208,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-03,3e Section Aguahedionde (Rive Droite),3e Section Aguahedionde (Rive Droite),CSL de Source Matelas (SADA),CSL,Privé à but lucratif,142901,"18,721378","-72,373957"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-03,3e Section Aguahedionde (Rive Droite),3e Section Aguahedionde (Rive Droite),CS St Antoine de Titanyen,CSL,Privé à but lucratif,142905,"18,711975","-72,344932"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-03,3e Section Aguahedionde (Rive Droite),3e Section Aguahedionde (Rive Droite),CS St Gérard,CAL,Mixte,142907,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-04,4e Section Aguahedionde (Rive Gauche),4e Section Aguahedionde (Rive Gauche),Centre de Santé Mission de l’Espoir,CSL,Mixte,142909,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-04,4e Section Aguahedionde (Rive Gauche),4e Section Aguahedionde (Rive Gauche),Centre Hospitalier Veramed,CSL,Privé à but lucratif,142112,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-04,4e Section Aguahedionde (Rive Gauche),4e Section Aguahedionde (Rive Gauche),Centre de santé du Bon samaritain,CSL,Privé à but lucratif,142411,"18,523929","-72,369491"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-04,4e Section Aguahedionde (Rive Gauche),4e Section Aguahedionde (Rive Gauche),CSL de Cabaret,CSL,Public,142102,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-04,4e Section Aguahedionde (Rive Gauche),4e Section Aguahedionde (Rive Gauche),CSL de Bélanger (SADA),CSL,Privé à but non lucratif,142104,"18,733","-72,433"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-04,4e Section Aguahedionde (Rive Gauche),4e Section Aguahedionde (Rive Gauche),C. hosp. l’université Académique,CAL,Privé à but non lucratif,142910,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-04,4e Section Aguahedionde (Rive Gauche),4e Section Aguahedionde (Rive Gauche),Action Globale,CSL,Privé à but lucratif,,"18,774152","-72,397501"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-04,4e Section Aguahedionde (Rive Gauche),4e Section Aguahedionde (Rive Gauche),Centre de Santé Communautaire,CSL,Privé à but lucratif,,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-04,4e Section Aguahedionde (Rive Gauche),4e Section Aguahedionde (Rive Gauche),Centre de santé de Bercy,CSL,Privé à but lucratif,,,
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-04,4e Section Aguahedionde (Rive Gauche),4e Section Aguahedionde (Rive Gauche),Centre de santé de Cazale,CSL,Public,142413,"18,797148","-72,385233"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-04,4e Section Aguahedionde (Rive Gauche),4e Section Aguahedionde (Rive Gauche),Sanatorium,Hôpital spécial.,Public,711702,"18,2","-73,75"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-04,4e Section Aguahedionde (Rive Gauche),4e Section Aguahedionde (Rive Gauche),Klinik Lafanmy,CAL,Privé à but lucratif,711105,"18,194623","-73,749298"
HT06,Centre,Sant,HT0611,Hinche,Hinche,HT0611-04,4e Section Aguahedionde (Rive Gauche),4e Section Aguahedionde (Rive Gauche),Fonfred,Dispensaire,Mixte,711212,"18,227982","-73,799379"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-01,1re Section Savane Grande,1re Section Savane Grande,World Vision,CSL,Mixte,711913,,
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-01,1re Section Savane Grande,1re Section Savane Grande,FOSREF,CSL,Mixte,711115,"18,300737","-73,761431"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-01,1re Section Savane Grande,1re Section Savane Grande,Kay Timoun Bondye (CD),Dispensaire,Privé à but lucratif,711116,"18,194405","-73,743466"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-01,1re Section Savane Grande,1re Section Savane Grande,Sacré-Cœur (Charpentier),CSL,Privé à but non lucratif,711717,"18,300737","-73,761431"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-01,1re Section Savane Grande,1re Section Savane Grande,HIC,HCR,Public,711100,"18,300737","-73,761431"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-01,1re Section Savane Grande,1re Section Savane Grande,I. O. Brenda spécialisé,Hôpital,Mixte,711101,,
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-01,1re Section Savane Grande,1re Section Savane Grande,Citymed,CAL,Privé à but lucratif,711103,,
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-01,1re Section Savane Grande,1re Section Savane Grande,Cite Lumière,CAL,Mixte,711104,"18,228007","-73,760786"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-02,2e Section Narang,2e Section Narang,Quatre Chemins,CSL,Public,711106,"18,300737","-73,761431"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-02,2e Section Narang,2e Section Narang,Laborde,Dispensaire,Mixte,711309,"18,282344","-73,803225"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-02,2e Section Narang,2e Section Narang,Colette,Dispensaire,Public,711110,"18,193017","-73,777617"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-02,2e Section Narang,2e Section Narang,Laurent,Dispensaire,Public,711711,"18,262126","-73,735319"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-02,2e Section Narang,2e Section Narang,OFATMA,Hôpital,Mixte,711108,"18,219162","-73,765222"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-02,2e Section Narang,2e Section Narang,Béraud,CSL,Public,712205,"18,205415","-73,859813"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-02,2e Section Narang,2e Section Narang,Centre de Santé de Torbeck,CSL,Public,712107,,
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-02,2e Section Narang,2e Section Narang,Maison de Naissance,CAL,Privé à but lucratif,712201,"18,197215","-73,826291"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-03,3e Section Hatty,3e Section Hatty,Ducis,Dispensaire,Mixte,712303,"18,234514","-73,887504"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-03,3e Section Hatty,3e Section Hatty,Maillard,Dispensaire,Privé à but lucratif,712104,"18,172689","-73,832222"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-03,3e Section Hatty,3e Section Hatty,Ferme Leblanc,Dispensaire,Public,712306,"18,288047","-73,883937"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-03,3e Section Hatty,3e Section Hatty,Chantal,CSL,Public,713101,"18,202965","-73,888953"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-03,3e Section Hatty,3e Section Hatty,Leprêtre,CAL,Public,713302,"18,267269","-73,947409"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-03,3e Section Hatty,3e Section Hatty,CS Camp-Perrin,HCR,Public,714101,"18,312702","-73,865627"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-03,3e Section Hatty,3e Section Hatty,Mazenod,Dispensaire,Mixte,714202,"18,329181","-73,853195"
HT06,Centre,Sant,HT0612,Maissade,Maïssade,HT0612-03,3e Section Hatty,3e Section Hatty,Guichard,Dispensaire,Mixte,714103,"18,29567","-73,828837"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-01,1re Section Cabral,1re Section Cabral,Mersan,Dispensaire,Public,714104,"18,281058","-73,843872"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-01,1re Section Cabral,1re Section Cabral,Rhé (NF),Dispensaire,Public,714305,"18,336964","-73,883945"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-01,1re Section Cabral,1re Section Cabral,Dispensaire de Dominique (NF),Dispensaire,Privé à but lucratif,714306,"18,300737","-73,761431"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-01,1re Section Cabral,1re Section Cabral,Mouvman Peyizan 3e section,CAL,Privé à but lucratif,714307,,
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-01,1re Section Cabral,1re Section Cabral,Maniche,CSL,Mixte,715101,"18,345133","-73,777829"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-01,1re Section Cabral,1re Section Cabral,Dory,Dispensaire,Public,715202,"18,356946","-73,723056"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-02,2e Section Tierra Muscady,2e Section Tierra Muscady,Melon,Dispensaire,Public,715303,"18,35311","-73,773307"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-02,2e Section Tierra Muscady,2e Section Tierra Muscady,Port Salut,Hôpital,Privé à but non lucratif,721101,"18,24904","-74,097615"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-02,2e Section Tierra Muscady,2e Section Tierra Muscady,HCR PORT-SALUT,Hôpital,Privé à but non lucratif,721101,"18,082293","-73,920116"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-02,2e Section Tierra Muscady,2e Section Tierra Muscady,MHDR (PORT SALUT),Hôpital,Privé à but non lucratif,721101,"18,07789","-73,91732"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-02,2e Section Tierra Muscady,2e Section Tierra Muscady,Dispensaire Marcabel,Dispensaire,Privé à but lucratif,721105,,
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-02,2e Section Tierra Muscady,2e Section Tierra Muscady,Dumont,Dispensaire,Public,721202,"18,24904","-74,097615"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-03,3e Section Baille Tourrible,3e Section Baille Tourrible,Carpentier,Dispensaire,Public,721203,"18,117339","-73,905623"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-03,3e Section Baille Tourrible,3e Section Baille Tourrible,HCR de Port Salut,HCR,Public,721104,"18,0779","-72,9201"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-03,3e Section Baille Tourrible,3e Section Baille Tourrible,Klinik Timoun nou yo,CAL,Privé,721106,,
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-03,3e Section Baille Tourrible,3e Section Baille Tourrible,Arniquet,CSL,Public,723301,"18,145835","-73,875277"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-03,3e Section Baille Tourrible,3e Section Baille Tourrible,Château,Dispensaire,Public,723202,"18,173911","-73,909397"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-03,3e Section Baille Tourrible,3e Section Baille Tourrible,Hôpital Saint Boniface,Hôpital,Privé à but non lucratif,731911,"18,277414","-73,129996"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-04,La Hoye,La Hoye,CS Sunlight La Colline,CAL,Mixte,731602,,
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-04,La Hoye,La Hoye,Charles Pasqua,CAL,Privé à but non lucratif,731104,"18,280881","-73,218883"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-04,La Hoye,La Hoye,Vx Bourg,Dispensaire,Mixte,731105,,
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-04,La Hoye,La Hoye,Ste Hélène,Dispensaire,Privé à but lucratif,731506,"18,280881","-73,218883"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-04,La Hoye,La Hoye,HCR d’Aquin (CDI),HCR,Public,731312,"18,281272","-73,397612"
HT06,Centre,Sant,HT0613,Thomonde,Thomonde,HT0613-04,La Hoye,La Hoye,Mouillage Fouquet (NF),Dispensaire,Public,731415,"18,190004","-73,104086"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Clinique Santé Familiale,Dispensaire,Privé à but lucratif,731114,"18,280881","-73,218883"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Centre de récupération de TK,CAL,Privé à but lucratif,731113,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Hôpital Bonne Fin,Hôpital,Privé à but lucratif,733401,"18,2996","-73,659"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,PPS Sante Commun. Marc Lacet,Dispensaire,Mixte,733508,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Centre Materno-Infantil,CSL,Privé à but lucratif,733110,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Disp. ND du Bon Secours,Dispensaire,Mixte,733211,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,PPS La Biche,Dispensaire,Privé à but non lucratif,733312,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,CS Cavaillon,CSL,Public,733102,"18,298346","-73,652999"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Flamands,Dispensaire,Mixte,733204,"18,251985","-73,651644"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Sudre (NF),Dispensaire,Mixte,733406,"18,414444","-73,635834"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,ND de La Nativité de Gros Marin,CAL,Public,733203,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Centre de Sante de Coteaux,CSL,Public,741501,"18,206071","-74,040436"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Damassin,Dispensaire,Public,741502,"18,229275","-74,063698"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Port-à-Piment,CAL,Public,742101,"18,24904","-74,097615"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Ste Anne,Dispensaire,Privé à but non lucratif,751301,"18,273607","-74,166083"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Rendel,Dispensaire,Mixte,751102,"18,317749","-74,093333"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Dispensaire Roger Paradis,Dispensaire,Mixte,753301,"18,342306","-74,332899"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Les Anglais,CAL,Public,752301,"18,307596","-74,219134"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Disp. Bellevue La Montagne,Dispensaire,Public,2111109,"18,296408","-72,524077"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,CAL Christian Martinez,Hôpital,Privé à but lucratif,211112,"18,296408","-72,524077"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Disp. & C. Nutritionnel Bienheureux,Dispensaire,Privé à but non lucratif,2111214,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Disp. La Saline,Dispensaire,Privé à but non lucratif,211115,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-01,1re Section Bande du Nord,1re Section Bande du Nord,Hôpital St Michel,HD,Public,211600,"18,238269","-72,541831"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,CSL des Orangers,CSL,Public,211101,"18,260092","-72,508495"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,CSL PROFAMIL,CSL,Privé à but non lucratif,211602,"18,236499","-72,531345"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,Disp. Cyvadier,CSL,Public,211103,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,Disp. La Montagne La Croix,Dispensaire,Public,2111104,"18,296408","-72,524077"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,CSL Marbial,CSL,Public,211305,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,CSL. Ste Thérèse,CSL,Privé à but non lucratif,211320,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,Disp. Montagne-La-Voûte,Dispensaire,Public,211606,"18,296408","-72,524077"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,Disp. Lavanneau,Dispensaire,Public,2111207,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,CSL Lafond,CSL,Public,211110,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,Centre de FOSREF,CSL,Privé à but non lucratif,211111,"18,235713","-72,533408"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,Disp. ND de Lourdes,Dispensaire,Privé à but lucratif,211621,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,CAL Arreguy,CAL,Privé à but non lucratif,211108,"18,304535","-72,556525"
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,CSL Beaudouin,CSL,Privé à but non lucratif,211113,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,CSL Portail Léogâne,CSL,Privé à but non lucratif,211116,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,Kay accouchement,CAL,Privé à but lucratif,211117,,
HT03,Nord,Nò,HT0311,Cap-Haitien,Cap-Haïtien,HT0311-02,2e Section Haut du Cap,2e Section Haut du Cap,Complexe M.C Rose Marie Paul,CAL,Privé à but lucratif,211118,,
